
CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2010-1-13,-1,-3,-4,-4,-4,-5,93,89,80,1017,1016,1015,6,5,5,29,23,,0.00,6,Snow,96
2010-1-14,-3,-4,-4,-4,-4,-5,93,92,86,1016,1015,1014,6,4,3,24,18,,0.00,7,,99
2010-1-15,,,,,,,,,,,,,,,,,,,,,,
2010-1-16,-4,,-4,-6,-6,-6,86,86,86,1022,1022,1022,5,5,5,23,23,,0.00,6,,110
2010-1-17,-5,-6,-6,-5,-6,-6,100,95,93,1013,1012,1012,4,2,1,27,24,,0.00,7,Snow,87
2010-1-18,-2,-3,-4,-3,-3,-5,100,94,93,1023,1020,1017,4,3,3,13,8,,0.00,6,,248
2010-1-19,-1,-2,-2,-2,-2,-2,100,99,93,1022,1021,1021,3,1,0,16,13,,0.00,6,Fog-Snow,73
2010-1-20,-3,-4,-6,-4,-6,-7,100,92,86,1022,1021,1020,8,3,1,27,23,,0.00,6,Snow,91
2010-1-21,-9,-9,-9,-10,-10,-11,93,92,86,1027,1026,1024,5,5,5,19,14,,0.00,6,,92
2010-1-22,-7,-10,-10,-10,-11,-12,86,83,80,1031,1031,1031,5,5,4,14,13,,0.00,6,,115
2010-1-23,-9,,-9,-11,-11,-11,86,86,86,1032,1032,1032,6,6,6,13,13,,0.00,1,,100
2010-1-24,-16,,-16,-19,-19,-19,78,78,78,1032,1032,1032,5,5,5,19,19,,0.00,6,,90
2010-1-25,,,,,,,,,,,,,,,,,,,,,,
2010-1-26,-16,,-16,-19,-19,-19,78,78,78,1042,1042,1042,9,9,9,3,3,,0.00,1,,280
2010-1-27,0,-7,-10,0,-9,-13,100,82,58,1030,1015,993,7,3,1,26,14,45,0.00,6,Snow,217
2010-1-28,1,0,0,1,-1,-2,100,92,87,993,992,991,10,7,1,37,27,,0.00,6,Rain-Snow,280
2010-1-29,1,0,-1,-2,-2,-3,93,87,81,988,984,980,10,8,3,14,13,,0.00,6,Snow,200
2010-1-30,-3,-4,-9,-3,-6,-10,100,91,68,996,985,980,10,4,0,37,31,58,0.00,6,Snow,319
2010-1-31,0,-2,-5,0,-3,-6,100,96,93,999,997,996,5,2,1,16,14,,0.00,6,Snow,198
2010-2-1,0,0,-3,0,-1,-4,100,96,93,1006,1003,1002,10,3,1,21,11,,0.00,6,Snow,229
2010-2-2,0,-3,-6,0,-3,-8,100,94,86,1009,1000,991,10,3,1,26,21,40,0.00,6,Snow,187
2010-2-3,2,1,0,1,-1,-2,100,91,87,1001,998,993,10,5,1,40,23,,0.00,6,Snow,246
2010-2-4,1,-1,-2,0,-1,-2,100,98,87,1016,1015,1014,10,5,1,19,13,,0.00,6,Fog-Rain,142
2010-2-5,1,1,1,1,1,-1,100,97,87,1016,1015,1013,4,3,0,27,19,,0.00,6,Fog,87
2010-2-6,,,,,,,,,,,,,,,,,,,,,,
2010-2-7,-7,-8,-8,-7,-7,-8,100,100,100,1026,1025,1023,5,2,0,13,10,,0.00,7,Fog-Snow,89
2010-2-8,-5,-7,-7,-6,-7,-8,93,93,93,1019,1017,1014,7,5,4,3,2,,0.00,6,Snow,275
2010-2-9,-4,-4,-5,-5,-6,-7,100,93,86,1011,1010,1010,8,6,5,10,8,,0.00,6,Snow,62
2010-2-10,-3,-4,-6,-4,-6,-7,93,90,86,1015,1012,1010,9,5,3,24,16,,0.00,7,Snow,50
2010-2-11,-1,-2,-2,-2,-2,-3,100,94,93,1016,1016,1015,10,6,3,23,18,,0.00,6,Snow,20
2010-2-12,-3,-4,-4,-3,-3,-4,100,98,93,1017,1016,1015,6,3,1,24,21,,0.00,6,Snow,180
2010-2-13,-2,-3,-3,-2,-2,-3,100,97,93,1015,1014,1013,6,4,2,14,13,,0.00,6,Snow,330
2010-2-14,-1,-2,-2,-2,-2,-2,100,99,93,1015,1014,1014,9,3,0,6,3,,0.00,6,Fog-Snow,104
2010-2-15,-2,-3,-3,-3,-4,-7,100,94,69,1013,1012,1011,10,3,1,8,5,,0.00,7,Snow,221
2010-2-16,-2,-2,-2,-4,-4,-4,86,86,86,1006,1006,1005,8,7,6,10,6,,0.00,6,Snow,125
2010-2-17,-2,-2,-5,-5,-6,-7,86,83,80,1000,1000,999,4,4,4,21,19,,0.00,6,,100
2010-2-18,2,-1,-3,2,-1,-4,100,94,87,997,996,995,5,2,1,19,13,,0.00,7,Rain-Snow-Hail,155
2010-2-19,2,0,0,1,0,-1,93,93,93,994,992,990,5,5,5,10,8,,0.00,4,Rain,140
2010-2-20,,,,,,,,,,,,,,,,,,,,,,
2010-2-21,,,,,,,,,,,,,,,,,,,,,,
2010-2-22,2,0,-1,1,-1,-3,93,89,86,995,990,986,10,6,5,16,11,,0.00,6,Rain-Snow,127
2010-2-23,3,0,-3,3,-1,-5,100,94,86,1001,991,984,10,6,0,19,13,,0.00,6,Fog-Rain,315
2010-2-24,0,-1,-2,0,-2,-4,100,89,80,1003,1002,1002,10,5,2,29,23,,0.00,6,Rain-Snow,97
2010-2-25,3,2,1,2,2,1,100,99,93,999,998,997,5,2,0,14,13,,0.00,7,Fog,132
2010-2-26,,,,,,,,,,,,,,,,,,,,,,
2010-2-27,,,,,,,,,,,,,,,,,,,,,,
2010-2-28,4,4,3,2,1,1,93,85,81,985,984,981,8,6,5,16,14,,0.00,6,Rain,137
2010-3-1,2,1,1,1,0,-1,100,92,81,1004,989,981,10,7,4,35,29,,0.00,6,Rain-Snow,258
2010-3-2,4,3,0,0,-1,-1,100,85,75,1015,1014,1013,10,5,1,32,24,,0.00,6,Rain-Snow,283
2010-3-3,1,0,0,-1,-1,-2,93,88,87,1017,1017,1016,10,8,4,23,18,,0.00,5,Snow,262
2010-3-4,0,-2,-3,-1,-3,-9,100,86,51,1018,1016,1015,10,3,0,26,14,47,0.00,5,Snow,288
2010-3-5,-2,,-2,-11,-11,-11,51,51,51,1021,1021,1021,10,10,10,13,13,,0.00,1,,330
2010-3-6,-2,-3,-5,-4,-5,-6,93,90,80,1023,1021,1020,10,6,2,26,18,,0.00,3,Snow,42
2010-3-7,,,,,,,,,,,,,,,,,,,,,,
2010-3-8,-1,-1,-3,-2,-4,-7,93,84,74,1029,1029,1028,10,7,4,6,5,,0.00,4,Snow,115
2010-3-9,-1,-2,-3,-4,-4,-5,93,88,80,1031,1030,1029,7,5,5,14,13,,0.00,6,,338
2010-3-10,-3,-4,-4,-3,-4,-4,100,97,93,1030,1029,1025,3,2,1,10,6,,0.00,8,Snow,35
2010-3-11,0,-2,-4,0,-1,-4,100,98,93,1025,1017,1012,3,2,0,11,6,,0.00,7,Fog-Rain-Snow,243
2010-3-12,4,2,0,4,2,0,100,99,93,1012,1010,1010,7,3,1,27,16,,0.00,6,Fog-Rain,275
2010-3-13,4,,4,2,2,2,87,87,87,1011,1011,1011,10,10,10,34,34,,0.00,6,,270
2010-3-14,3,1,0,2,1,-1,93,92,81,1010,1008,1007,9,5,1,37,24,60,0.00,6,Rain-Snow,293
2010-3-15,2,0,-1,0,-1,-2,100,92,81,1015,1014,1013,10,9,5,27,16,,0.00,5,,274
2010-3-16,2,,2,-1,-1,-1,81,81,81,1023,1023,1023,10,10,10,11,11,,0.00,6,,250
2010-3-17,6,3,1,3,2,-2,93,86,81,1022,1021,1021,10,7,4,21,14,,0.00,6,Rain,250
2010-3-18,14,9,4,6,4,3,93,81,59,1021,1020,1017,10,7,5,16,11,,0.00,6,,229
2010-3-19,11,,11,8,8,8,82,82,82,1013,1013,1013,10,10,10,24,24,,0.00,6,,240
2010-3-20,13,11,10,12,11,9,94,94,94,1008,1006,1005,10,6,3,14,13,,0.00,6,Rain,232
2010-3-21,11,9,7,11,9,6,100,96,93,1005,1003,1002,7,4,3,23,14,,0.00,6,Rain,244
2010-3-22,8,6,6,3,3,3,81,76,71,1022,1021,1020,10,10,10,14,11,,0.00,2,,200
2010-3-23,,,,,,,,,,,,,,,,,,,,,,
2010-3-24,9,8,8,3,3,3,71,68,66,1019,1016,1014,10,10,10,13,13,,0.00,6,,115
2010-3-25,14,6,3,7,4,2,93,77,63,1011,1011,1010,9,7,5,13,11,,0.00,1,,100
2010-3-26,13,,13,9,9,9,77,77,77,999,999,999,7,7,7,24,24,,0.00,6,Rain-Thunderstorm,240
2010-3-27,6,6,5,6,4,3,100,93,87,1001,1000,999,10,7,3,29,23,,0.00,6,Rain,280
2010-3-28,10,8,5,4,3,3,93,81,62,1005,1004,1003,10,8,4,26,19,58,0.00,6,Rain,263
2010-3-29,8,8,6,6,4,3,87,84,81,1005,1004,1003,10,8,7,14,11,,0.00,6,,295
2010-3-30,12,3,2,9,4,1,100,97,82,1004,1002,995,9,3,0,19,11,,0.00,3,Fog,95
2010-3-31,11,8,8,8,7,2,100,88,54,999,997,995,10,6,5,16,11,,0.00,6,Rain,242
2010-4-1,8,,8,-1,-1,-1,53,53,53,1008,1008,1008,10,10,10,27,27,,0.00,1,,220
2010-4-2,,,,,,,,,,,,,,,,,,,,,,
2010-4-3,,,,,,,,,,,,,,,,,,,,,,
2010-4-4,10,6,5,7,5,4,93,91,82,1009,1009,1009,10,5,3,14,13,,0.00,6,Rain,120
2010-4-5,7,6,6,6,4,4,93,86,81,1022,1020,1018,10,8,4,26,21,,0.00,6,Rain,272
2010-4-6,10,,10,5,5,5,71,71,71,1025,1025,1025,10,10,10,13,13,,0.00,3,,80
2010-4-7,12,,12,1,1,1,47,47,47,1021,1021,1021,10,10,10,10,10,,0.00,1,,120
2010-4-8,10,8,8,7,6,4,82,79,76,1024,1023,1022,10,7,5,13,11,,0.00,4,Rain,200
2010-4-9,8,6,6,5,5,5,93,87,81,1027,1026,1026,10,7,5,21,18,,0.00,6,,280
2010-4-10,5,5,4,3,3,3,93,90,87,1027,1027,1027,10,10,10,16,16,,0.00,6,,300
2010-4-11,4,4,4,3,3,3,93,93,93,1027,1027,1027,5,5,5,23,21,,0.00,6,,45
2010-4-12,7,6,3,3,2,2,93,87,76,1025,1024,1024,10,9,8,21,18,,0.00,5,,50
2010-4-13,4,1,1,4,2,1,100,100,100,1024,1022,1021,5,2,0,10,8,,0.00,6,Fog,29
2010-4-14,8,8,4,4,2,-1,76,73,70,1021,1020,1020,10,10,10,19,16,,0.00,1,,35
2010-4-15,,,,,,,,,,,,,,,,,,,0.00,,,-1
2010-4-16,,,,,,,,,,,,,,,,,,,,,,
2010-4-17,,,,,,,,,,,,,,,,,,,,,,
2010-4-18,4,,4,3,3,3,93,93,93,1015,1015,1015,,,,10,10,,0.00,,Fog,220
2010-4-19,6,,6,-3,-3,-3,53,53,53,1016,1016,1016,10,10,10,11,11,,0.00,1,,300
2010-4-20,7,,7,5,5,5,87,87,87,1009,1009,1009,10,10,10,14,14,,0.00,6,,230
2010-4-21,7,4,3,3,2,0,100,86,66,1011,1010,1008,10,5,2,45,26,71,0.00,5,Rain-Snow,279
2010-4-22,8,8,5,1,1,1,76,69,62,1015,1014,1014,10,10,10,23,19,,0.00,3,,285
2010-4-23,,,,,,,,,,,,,,,,,,,,,,
2010-4-24,4,4,4,3,2,1,93,87,81,1020,1020,1019,10,10,10,8,6,,0.00,6,,270
2010-4-25,,,,,,,,,,,,,,,,,,,,,,
2010-4-26,12,9,6,9,7,3,88,84,81,1020,1020,1019,10,7,4,23,16,,0.00,4,Rain,304
2010-4-27,10,9,8,9,7,6,94,91,87,1022,1021,1020,10,7,5,26,24,,0.00,6,Rain,287
2010-4-28,18,14,10,6,6,5,76,51,42,1025,1023,1022,10,10,10,14,13,,0.00,5,,252
2010-4-29,23,23,22,7,7,7,38,37,36,1011,1010,1009,10,10,10,16,14,,0.00,6,,230
2010-4-30,14,,14,11,11,11,82,82,82,1005,1005,1005,5,5,5,21,21,,0.00,6,Rain,250
2010-5-1,10,8,8,7,7,7,93,88,82,1009,1008,1007,8,6,4,34,19,52,0.00,6,Rain,245
2010-5-2,,,,,,,,,,,,,,,,,,,,,,
2010-5-3,9,7,5,7,5,4,93,90,82,1016,1013,1011,10,9,6,19,13,,0.00,6,Rain,62
2010-5-4,,,,,,,,,,,,,,,,,,,,,,
2010-5-5,,,,,,,,,,,,,,,,,,,,,,
2010-5-6,,,,,,,,,,,,,,,,,,,,,,
2010-5-7,7,6,6,6,6,5,100,94,93,1009,1006,1004,9,5,2,24,23,,0.00,6,Rain,59
2010-5-8,6,,6,5,5,5,93,93,93,1009,1009,1009,4,4,4,13,13,,0.00,6,,70
2010-5-9,10,8,7,8,7,6,100,92,82,1010,1009,1008,8,5,2,11,3,,0.00,6,Rain,313
2010-5-10,7,6,5,7,6,5,100,100,100,1008,1008,1007,6,3,0,8,2,,0.00,6,Fog,230
2010-5-11,,,,,,,,,,,,,,,,,,,,,,
2010-5-12,13,10,8,10,8,7,100,94,82,1008,1004,1003,10,6,3,27,21,,0.00,6,Rain-Thunderstorm,71
2010-5-13,9,8,7,7,7,6,93,91,87,1009,1009,1009,10,5,4,13,8,,0.00,6,,258
2010-5-14,9,8,8,7,7,6,93,90,87,1010,1010,1010,10,6,5,19,11,,0.00,6,Rain,305
2010-5-15,8,8,8,6,6,6,87,87,87,1004,1004,1004,10,10,10,26,26,,0.00,6,,295
2010-5-16,8,7,6,7,6,5,100,94,93,1003,1002,1002,10,6,4,29,23,40,0.00,6,Rain,250
2010-5-17,,,,,,,,,,,,,,,,,,,,,,
2010-5-18,11,7,7,7,6,6,93,87,76,1020,1019,1019,10,10,10,26,18,,0.00,6,,290
2010-5-19,17,13,11,14,12,9,94,87,82,1022,1020,1017,10,8,3,23,16,,0.00,6,,338
2010-5-20,15,13,11,13,12,11,100,95,88,1026,1025,1023,8,3,0,11,5,,0.00,6,Fog-Rain,302
2010-5-21,18,,18,9,9,9,56,56,56,1025,1025,1025,10,10,10,13,13,,0.00,1,,290
2010-5-22,15,13,11,15,13,10,100,97,94,1024,1023,1022,4,2,0,14,10,,0.00,6,Fog,294
2010-5-23,14,12,12,13,12,12,100,98,88,1020,1020,1019,8,3,0,14,13,,0.00,6,Fog,262
2010-5-24,12,11,11,11,11,10,100,95,94,1010,1008,1008,10,6,3,14,11,,0.00,6,Rain,236
2010-5-25,,,,,,,,,,,,,,,,,,,,,,
2010-5-26,,,,,,,,,,,,,,,,,,,,,,
2010-5-27,,,,,,,,,,,,,,,,,,,,,,
2010-5-28,,,,,,,,,,,,,,,,,,,,,,
2010-5-29,,,,,,,,,,,,,,,,,,,,,,
2010-5-30,14,14,14,13,13,12,94,92,88,1004,1003,1001,10,6,3,14,13,,0.00,6,Rain,116
2010-5-31,12,11,10,12,10,9,100,95,88,1012,1008,1003,10,5,1,27,16,48,0.00,6,Fog-Rain,19
2010-6-1,11,10,10,9,9,8,94,90,87,1013,1012,1012,10,6,3,23,18,,0.00,6,Rain,359
2010-6-2,10,10,10,9,9,9,94,94,94,1013,1013,1013,6,5,5,16,14,,0.00,6,,180
2010-6-3,,,,,,,,,,,,,,,,,,,,,,
2010-6-4,18,,18,10,10,10,59,59,59,1020,1020,1020,10,10,10,13,13,,0.00,1,,310
2010-6-5,,,,,,,,,,,,,,,,,,,,,,
2010-6-6,14,,14,11,11,11,82,82,82,1016,1016,1016,10,10,10,0,0,,0.00,6,Fog,-1
2010-6-7,17,14,13,15,13,12,100,94,82,1008,1005,1003,8,5,2,23,13,,0.00,6,Rain,249
2010-6-8,19,9,9,14,11,9,100,92,73,1010,1009,1008,10,5,3,13,8,,0.00,5,,198
2010-6-9,20,,20,17,17,17,83,83,83,1008,1008,1008,10,10,10,11,11,,0.00,6,Rain-Thunderstorm,10
2010-6-10,18,,18,16,16,16,88,88,88,1008,1008,1008,7,7,7,11,11,,0.00,6,,70
2010-6-11,23,19,16,20,17,14,100,91,78,1006,1003,1000,10,6,3,34,10,,0.00,6,Rain-Thunderstorm,312
2010-6-12,16,13,13,11,11,10,88,78,68,1007,1007,1006,10,10,10,23,18,,0.00,4,,245
2010-6-13,,,,,,,,,,,,,,,,,,,,,,
2010-6-14,16,,16,9,9,9,63,63,63,1017,1017,1017,10,10,10,8,8,,0.00,6,,290
2010-6-15,15,15,15,7,7,7,59,59,59,1022,1022,1022,10,10,10,14,14,,0.00,1,,310
2010-6-16,18,,18,9,9,9,56,56,56,1023,1023,1023,10,10,10,11,11,,0.00,1,,10
2010-6-17,,,,,,,,,,,,,,,,,,,,,,
2010-6-18,14,10,9,11,10,9,100,90,77,1013,1012,1011,10,6,4,16,11,,0.00,6,Fog,297
2010-6-19,,,,,,,,,,,,,,,,,,,,,,
2010-6-20,10,,10,8,8,8,87,87,87,1005,1005,1005,10,10,10,11,11,,0.00,6,,220
2010-6-21,18,12,12,10,7,4,88,64,40,1019,1017,1016,10,10,10,16,13,,0.00,2,,285
2010-6-22,19,,19,9,9,9,52,52,52,1022,1022,1022,10,10,10,14,14,,0.00,1,,320
2010-6-23,21,,21,9,9,9,46,46,46,1021,1021,1021,10,10,10,11,11,,0.00,1,,290
2010-6-24,23,,23,9,9,9,41,41,41,1016,1016,1016,10,10,10,14,14,,0.00,1,,310
2010-6-25,21,,21,13,13,13,60,60,60,1015,1015,1015,10,10,10,11,11,,0.00,6,,280
2010-6-26,,,,,,,,,,,,,,,,,,,,,,
2010-6-27,8,7,7,7,7,6,100,95,93,1022,1021,1021,3,1,0,3,2,,0.00,1,Fog,280
2010-6-28,,,,,,,,,,,,,,,,,,,,,,
2010-6-29,30,,30,10,10,10,29,29,29,1016,1016,1016,10,10,10,6,6,,0.00,1,,340
2010-6-30,,,,,,,,,,,,,,,,,,,,,,
2010-7-1,25,15,15,12,11,10,82,60,39,1018,1017,1017,10,6,3,6,2,,0.00,4,Fog,140
2010-7-2,30,,30,15,15,15,40,40,40,1017,1017,1017,10,10,10,11,11,,0.00,1,,140
2010-7-3,,,,,,,,,,,,,,,,,,,,,,
2010-7-4,,,,,,,,,,,,,,,,,,,,,,
2010-7-5,25,,25,15,15,15,54,54,54,1015,1015,1015,10,10,10,14,14,,0.00,6,,330
2010-7-6,20,,20,10,10,10,52,52,52,1019,1019,1019,10,10,10,26,26,,0.00,3,,300
2010-7-7,,,,,,,,,,,,,,,,,,,,,,
2010-7-8,16,,16,12,12,12,77,77,77,1021,1021,1021,10,10,10,6,6,,0.00,6,,100
2010-7-9,,,,,,,,,,,,,,,,,,,,,,
2010-7-10,,,,,,,,,,,,,,,,,,,,,,
2010-7-11,31,,31,17,17,17,43,43,43,1016,1016,1016,10,10,10,16,16,,0.00,3,Thunderstorm,350
2010-7-12,34,24,21,20,19,16,94,72,34,1017,1015,1009,10,10,10,23,8,,0.00,5,Rain-Thunderstorm,90
2010-7-13,21,20,19,19,18,15,94,86,78,1012,1011,1009,10,10,10,21,11,,0.00,5,Rain-Thunderstorm,254
2010-7-14,31,19,16,19,16,14,94,75,35,1013,1011,1009,10,10,10,21,8,,0.00,1,,108
2010-7-15,27,22,22,17,13,10,73,54,34,1013,1010,1008,10,10,10,21,13,,0.00,4,,235
2010-7-16,27,,27,9,9,9,32,32,32,1016,1016,1016,10,10,10,14,14,34,0.00,1,,190
2010-7-17,,,,,,,,,,,,,,,,,,,,,,
2010-7-18,,,,,,,,,,,,,,,,,,,,,,
2010-7-19,24,10,10,11,10,9,94,69,44,1026,1024,1022,10,10,10,16,6,,0.00,1,Fog,105
2010-7-20,27,,27,8,8,8,30,30,30,1014,1014,1014,10,10,10,16,16,,0.00,1,,100
2010-7-21,30,,30,13,13,13,35,35,35,1008,1008,1008,10,10,10,11,11,,0.00,1,,200
2010-7-22,24,,24,17,17,17,65,65,65,1011,1011,1011,10,10,10,14,14,,0.00,6,,260
2010-7-23,,,,,,,,,,,,,,,,,,,,,,
2010-7-24,,,,,,,,,,,,,,,,,,,,,,
2010-7-25,,,,,,,,,,,,,,,,,,,,,,
2010-7-26,,,,,,,,,,,,,,,,,,,,,,
2010-7-27,23,19,19,13,12,11,68,58,47,1015,1015,1015,10,10,10,13,11,,0.00,4,,300
2010-7-28,24,20,16,15,14,11,94,77,44,1010,1009,1009,10,8,3,24,14,,0.00,6,Rain,258
2010-7-29,,,,,,,,,,,,,,,,,,,0.00,,,-1
2010-7-30,19,18,18,12,11,10,68,62,56,1012,1011,1010,10,10,10,24,21,,0.00,6,,245
2010-7-31,,,,,,,,,,,,,,,,,,,,,,
2010-8-1,22,20,19,18,17,17,88,85,78,1013,1013,1012,10,8,6,16,13,64,0.00,6,Rain-Thunderstorm,314
2010-8-2,21,18,16,18,17,16,100,95,73,1014,1013,1012,7,3,0,23,10,39,0.00,6,Fog-Rain-Thunderstorm,318
2010-8-3,20,18,16,16,13,11,94,79,56,1012,1011,1011,10,10,10,16,11,,0.00,4,Rain,294
2010-8-4,23,17,12,13,12,11,100,69,47,1011,1009,1006,10,10,10,19,10,,0.00,4,Fog-Rain,205
2010-8-5,25,20,15,17,14,11,100,79,44,1012,1008,1006,10,9,5,16,8,,0.00,6,Rain-Thunderstorm,206
2010-8-6,22,19,16,16,14,13,100,79,60,1017,1014,1011,10,9,6,21,13,,0.00,5,Rain,321
2010-8-7,22,19,16,17,16,13,94,79,57,1017,1016,1015,10,9,6,21,11,,0.00,5,,319
2010-8-8,19,17,16,17,15,12,94,87,72,1015,1014,1013,10,8,5,19,11,,0.00,6,Rain,267
2010-8-9,23,19,15,17,16,13,100,88,53,1016,1014,1013,10,6,0,16,8,,0.00,5,Fog,253
2010-8-10,25,19,13,15,13,9,100,74,38,1016,1015,1013,10,8,0,11,5,,0.00,5,Fog,188
2010-8-11,22,20,17,18,16,13,94,82,64,1014,1012,1011,10,9,5,13,8,,0.00,6,Rain,184
2010-8-12,22,17,13,19,16,13,100,94,73,1014,1013,1011,10,5,0,16,5,,0.00,5,Fog-Rain,84
2010-8-13,22,19,16,17,14,12,100,79,53,1019,1016,1012,10,8,4,14,8,,0.00,6,,268
2010-8-14,19,17,15,18,16,13,100,92,77,1019,1016,1015,10,7,2,19,10,,0.00,6,Rain,325
2010-8-15,23,20,17,19,18,16,100,90,78,1016,1013,1009,10,8,3,26,10,,0.00,6,Rain-Thunderstorm,17
2010-8-16,22,19,17,18,16,13,100,87,64,1010,1009,1008,10,8,3,16,10,,0.00,5,Rain-Thunderstorm,200
2010-8-17,20,18,15,15,14,14,94,83,68,1009,1004,1002,10,10,8,14,6,34,0.00,6,Fog-Rain-Tornado,201
2010-8-18,19,17,15,16,14,14,94,90,77,1005,1002,1000,10,8,3,26,14,,0.00,6,Rain,224
2010-8-19,19,16,12,14,12,11,94,80,60,1018,1011,1005,10,10,10,26,13,,0.00,4,Rain,244
2010-8-20,24,17,11,14,12,11,100,72,44,1021,1020,1018,10,10,6,16,8,,0.00,4,Fog,203
2010-8-21,27,21,16,17,14,12,83,66,45,1020,1019,1018,10,10,10,27,10,47,0.00,4,,214
2010-8-22,25,21,17,18,16,15,100,81,61,1018,1013,1010,10,9,3,27,11,37,0.00,5,Rain-Thunderstorm,239
2010-8-23,21,18,16,19,17,15,100,91,78,1010,1004,996,10,8,0,23,8,,0.00,6,Fog-Rain,176
2010-8-24,20,18,15,14,11,6,82,63,40,1005,1001,998,10,10,10,32,19,53,0.00,3,,231
2010-8-25,18,14,12,13,11,9,88,78,64,1012,1009,1005,10,9,4,35,24,53,0.00,5,Rain,253
2010-8-26,17,13,11,13,11,9,94,81,63,1012,1009,1007,10,10,10,13,10,,0.00,6,Rain,241
2010-8-27,15,14,13,13,13,12,100,92,88,1006,1002,1000,10,8,4,16,13,,0.00,7,Rain,31
2010-8-28,17,13,11,13,11,8,100,88,55,1011,1008,1006,10,7,0,32,14,,0.00,4,Fog-Rain-Thunderstorm-Tornado,267
2010-8-29,15,12,9,12,10,9,100,91,72,1011,1008,1004,10,9,3,14,11,,0.00,6,Rain,218
2010-8-30,15,13,11,12,12,10,100,93,82,1015,1007,1003,10,7,4,19,11,,0.00,6,Rain,53
2010-8-31,18,13,9,12,9,8,100,77,52,1019,1017,1015,10,10,10,23,13,,0.00,3,Fog,317
2010-9-1,18,14,11,13,11,10,100,84,63,1018,1016,1016,10,10,8,21,13,,0.00,4,Fog-Rain,292
2010-9-2,18,14,10,13,11,9,94,84,64,1018,1016,1015,10,10,10,19,13,,0.00,5,,307
2010-9-3,17,12,7,10,8,6,94,75,48,1020,1019,1019,10,10,10,16,8,,0.00,5,Fog-Rain,315
2010-9-4,14,12,9,10,9,8,100,86,67,1025,1021,1018,10,10,6,16,10,,0.00,5,Rain-Thunderstorm,55
2010-9-5,17,11,6,9,7,6,100,78,52,1026,1026,1024,10,10,10,19,10,,0.00,2,Fog,53
2010-9-6,17,10,4,8,7,4,100,76,52,1026,1023,1020,10,10,10,21,8,,0.00,1,Fog,66
2010-9-7,16,12,9,11,9,7,94,79,63,1020,1016,1014,10,10,10,34,16,,0.00,5,Rain,85
2010-9-8,18,14,10,10,9,8,94,75,52,1014,1012,1010,10,10,9,34,23,,0.00,5,,94
2010-9-9,14,13,12,12,11,10,100,91,77,1014,1013,1012,10,6,3,23,18,,0.00,6,Rain,90
2010-9-10,18,14,12,14,13,12,100,91,73,1020,1016,1014,10,6,1,23,10,,0.00,6,Fog,222
2010-9-11,20,16,11,15,13,11,100,90,68,1020,1019,1019,10,6,0,21,10,,0.00,5,Fog,188
2010-9-12,22,17,12,17,14,11,94,84,60,1019,1018,1017,10,9,4,23,6,,0.00,5,Fog-Rain-Thunderstorm,198
2010-9-13,18,16,12,14,13,11,100,92,68,1022,1020,1017,10,8,4,24,14,,0.00,5,Rain-Thunderstorm,280
